A1,A2,A3,A4,A5,A6,A7,A8,A9,Class,Scaled A2,Scaled A3,Scaled A4,Scaled A5,Scaled A6,Scaled A7,Scaled A8,Scaled A9,Scaled Class,KMeansMine,KMeans,Details,K Means Mine,K Means
1.52223,13.21,3.77,0.79,71.99,0.13,10.02,0.0,0.0,1,0.5136084284460066,0.6270676691729322,0.16035634743875282,0.8442367601246106,0.6107142857142867,0.9790660225442834,0.5734200743494424,1.0,1.0,3,5,,,
1.51898,13.58,3.35,1.23,72.08,0.59,8.91,0.0,0.0,1,0.6562774363476735,0.5714285714285714,0.2538975501113586,0.7071651090342679,0.5946428571428575,0.9049919484702094,0.6765799256505576,1.0,1.0,3,2,,,
1.5232,13.72,3.72,0.51,71.75,0.09,10.06,0.0,0.16,1,0.4710272168568874,0.550375939849624,0.1714922048997773,0.9314641744548288,0.6535714285714286,0.9855072463768116,0.5697026022304833,1.0,0.6862745098039215,1,5,,,
1.51926,13.2,3.33,1.28,72.36,0.6,9.14,0.0,0.11,1,0.6439859525899889,0.6285714285714287,0.2583518930957684,0.6915887850467289,0.5446428571428572,0.9033816425120773,0.6552044609665427,1.0,0.7843137254901961,3,1,,,
1.51808,13.43,2.87,1.19,72.84,0.55,9.03,0.0,0.0,1,0.6957857769973619,0.5939849624060151,0.3608017817371938,0.7196261682242991,0.4589285714285707,0.9114331723027376,0.6654275092936803,1.0,1.0,3,2,,,
1.51837,13.14,2.84,1.28,72.85,0.55,9.07,0.0,0.0,1,0.6830553116769097,0.6375939849624059,0.36748329621380854,0.6915887850467289,0.457142857142858,0.9114331723027376,0.6617100371747212,1.0,1.0,3,2,,,
1.51778,13.21,2.81,1.29,72.98,0.51,9.02,0.0,0.09,1,0.7089552238806011,0.6270676691729322,0.3741648106904232,0.6884735202492211,0.43392857142857055,0.9178743961352658,0.6663568773234201,1.0,0.823529411764706,3,2,,,
1.51769,12.45,2.71,1.29,73.7,0.56,9.06,0.0,0.24,1,0.712906057945567,0.7413533834586468,0.3964365256124722,0.6884735202492211,0.30535714285714205,0.9098228663446055,0.662639405204461,1.0,0.5294117647058824,1,1,,,
1.51215,12.99,3.47,1.12,72.98,0.62,8.35,0.0,0.31,1,0.9561018437225588,0.6601503759398496,0.22717149220489977,0.7414330218068536,0.43392857142857055,0.9001610305958132,0.7286245353159851,1.0,0.39215686274509803,1,1,,,
1.51824,12.87,3.48,1.29,72.95,0.6,8.43,0.0,0.0,1,0.6887620719929748,0.6781954887218046,0.2249443207126949,0.6884735202492211,0.4392857142857136,0.9033816425120773,0.7211895910780669,1.0,1.0,3,2,,,
1.51754,13.48,3.74,1.17,72.99,0.59,8.03,0.0,0.0,1,0.7194907813871866,0.5864661654135337,0.16703786191536749,0.7258566978193147,0.4321428571428579,0.9049919484702094,0.7583643122676581,1.0,1.0,3,2,,,
1.51754,13.39,3.66,1.19,72.79,0.57,8.27,0.0,0.11,1,0.7194907813871866,0.5999999999999999,0.1848552338530067,0.7196261682242991,0.4678571428571416,0.9082125603864734,0.7360594795539034,1.0,0.7843137254901961,3,2,,,
1.51905,13.6,3.62,1.11,72.64,0.14,8.76,0.0,0.0,1,0.6532045654082524,0.5684210526315789,0.1937639198218263,0.7445482866043612,0.49464285714285694,0.9774557165861514,0.6905204460966543,1.0,1.0,3,2,,,
1.51977,13.81,3.58,1.32,71.72,0.12,8.67,0.69,0.0,1,0.6215978928884959,0.5368421052631578,0.20267260579064592,0.6791277258566978,0.6589285714285716,0.9806763285024155,0.6988847583643123,0.780952380952381,1.0,3,5,,,
1.52172,13.51,3.86,0.88,71.79,0.23,9.54,0.0,0.11,1,0.5359964881474997,0.5819548872180451,0.14031180400890875,0.8161993769470406,0.6464285714285704,0.9629629629629629,0.6180297397769517,1.0,0.7843137254901961,3,5,,,
1.52227,14.17,3.81,0.78,71.35,0.0,9.69,0.0,0.0,1,0.5118525021949075,0.4827067669172932,0.15144766146993321,0.8473520249221184,0.7250000000000011,1.0,0.6040892193308551,1.0,1.0,3,5,,,
1.52172,13.48,3.74,0.9,72.01,0.18,9.61,0.0,0.07,1,0.5359964881474997,0.5864661654135337,0.16703786191536749,0.809968847352025,0.6071428571428562,0.9710144927536233,0.6115241635687734,1.0,0.8627450980392157,3,5,,,
1.52099,13.69,3.59,1.12,71.96,0.09,9.4,0.0,0.0,1,0.5680421422300237,0.5548872180451129,0.20044543429844106,0.7414330218068536,0.6160714285714297,0.9855072463768116,0.6310408921933085,1.0,1.0,3,5,,,
1.52152,13.05,3.65,0.87,72.22,0.19,9.85,0.0,0.17,1,0.544776119402986,0.6511278195488721,0.18708240534521164,0.8193146417445483,0.5696428571428573,0.9694041867954911,0.5892193308550187,1.0,0.6666666666666666,1,1,,,
1.52152,13.05,3.65,0.87,72.32,0.19,9.85,0.0,0.17,1,0.544776119402986,0.6511278195488721,0.18708240534521164,0.8193146417445483,0.5517857142857154,0.9694041867954911,0.5892193308550187,1.0,0.6666666666666666,1,1,,,
1.52152,13.12,3.58,0.9,72.2,0.23,9.82,0.0,0.16,1,0.544776119402986,0.6406015037593986,0.20267260579064592,0.809968847352025,0.5732142857142852,0.9629629629629629,0.5920074349442379,1.0,0.6862745098039215,1,1,,,
1.523,13.31,3.58,0.82,71.99,0.12,10.17,0.0,0.03,1,0.4798068481123835,0.6120300751879698,0.20267260579064592,0.8348909657320873,0.6107142857142867,0.9806763285024155,0.5594795539033458,1.0,0.9411764705882353,3,5,,,
1.51574,14.86,3.67,1.74,71.87,0.16,7.36,0.0,0.12,2,0.7985074626865633,0.37894736842105264,0.18262806236080184,0.5482866043613708,0.6321428571428563,0.9742351046698873,0.820631970260223,1.0,0.7647058823529412,3,2,,,
1.51848,13.64,3.87,1.27,71.96,0.54,8.32,0.0,0.32,2,0.6782265144863893,0.5624060150375939,0.1380846325167038,0.6947040498442367,0.6160714285714297,0.9130434782608695,0.7314126394052044,1.0,0.37254901960784315,1,1,,,
1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0.0,0.0,2,0.7901668129938542,0.6451127819548872,0.20044543429844106,0.616822429906542,0.4125000000000008,0.8921095008051529,0.7769516728624535,1.0,1.0,3,2,,,
1.51631,13.34,3.57,1.57,72.87,0.61,7.89,0.0,0.0,2,0.7734855136084263,0.6075187969924812,0.20489977728285086,0.6012461059190031,0.4535714285714276,0.9017713365539451,0.7713754646840149,1.0,1.0,3,2,,,
1.51596,13.02,3.56,1.54,73.11,0.72,7.9,0.0,0.0,2,0.7888498683055322,0.6556390977443609,0.2071269487750557,0.6105919003115264,0.41071428571428564,0.8840579710144928,0.7704460966542751,1.0,1.0,3,2,,,
1.5159,13.02,3.58,1.51,73.12,0.69,7.96,0.0,0.0,2,0.7914837576821762,0.6556390977443609,0.20267260579064592,0.6199376947040498,0.4089285714285704,0.8888888888888888,0.7648698884758364,1.0,1.0,3,2,,,
1.51645,13.44,3.61,1.54,72.39,0.66,8.03,0.0,0.0,2,0.767339771729584,0.5924812030075188,0.19599109131403125,0.6105919003115264,0.5392857142857141,0.893719806763285,0.7583643122676581,1.0,1.0,3,2,,,
1.51627,13.0,3.58,1.54,72.83,0.61,8.04,0.0,0.0,2,0.7752414398595255,0.6586466165413534,0.20267260579064592,0.6105919003115264,0.46071428571428585,0.9017713365539451,0.7574349442379184,1.0,1.0,3,2,,,
1.51613,13.92,3.52,1.25,72.88,0.37,7.94,0.0,0.14,2,0.7813871817383679,0.5203007518796993,0.2160356347438753,0.7009345794392523,0.45178571428571496,0.9404186795491143,0.7667286245353159,1.0,0.7254901960784313,1,1,,,
1.5159,12.82,3.52,1.9,72.86,0.69,7.97,0.0,0.0,2,0.7914837576821762,0.6857142857142857,0.2160356347438753,0.49844236760124616,0.4553571428571428,0.8888888888888888,0.7639405204460967,1.0,1.0,3,2,,,
1.51592,12.86,3.52,2.12,72.66,0.69,7.97,0.0,0.0,2,0.7906057945566314,0.6796992481203008,0.2160356347438753,0.42990654205607476,0.49107142857142905,0.8888888888888888,0.7639405204460967,1.0,1.0,3,2,,,
1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0.0,0.0,2,0.7901668129938542,0.6210526315789473,0.23162583518930957,0.6448598130841122,0.39999999999999947,0.9017713365539451,0.7741635687732342,1.0,1.0,3,2,,,
1.51646,13.41,3.55,1.25,72.81,0.68,8.1,0.0,0.0,2,0.7669007901668164,0.5969924812030075,0.20935412026726066,0.7009345794392523,0.46428571428571375,0.890499194847021,0.7518587360594796,1.0,1.0,3,2,,,
1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0.0,0.09,2,0.7897278314310769,0.6451127819548872,0.2160356347438753,0.6074766355140186,0.4535714285714276,0.890499194847021,0.7565055762081784,1.0,0.823529411764706,3,2,,,
1.51409,14.25,3.09,2.08,72.28,1.1,7.08,0.0,0.0,2,0.8709394205443398,0.47067669172932325,0.31180400890868604,0.4423676012461059,0.5589285714285712,0.8228663446054749,0.8466542750929368,1.0,1.0,3,2,,,
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0.0,0.0,2,0.7761194029850703,0.6045112781954888,0.20267260579064592,0.6261682242990654,0.4803571428571429,0.927536231884058,0.7416356877323419,1.0,1.0,3,2,,,
1.51569,13.24,3.49,1.47,73.25,0.38,8.03,0.0,0.0,2,0.8007023705004397,0.6225563909774435,0.22271714922048996,0.6323987538940811,0.3857142857142855,0.9388083735909823,0.7583643122676581,1.0,1.0,3,2,,,
1.51645,13.4,3.49,1.52,72.65,0.67,8.08,0.0,0.1,2,0.767339771729584,0.5984962406015036,0.22271714922048996,0.616822429906542,0.4928571428571417,0.8921095008051529,0.7537174721189591,1.0,0.803921568627451,3,2,,,
1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0.0,0.0,2,0.7791922739244914,0.6571428571428571,0.2204899777282851,0.6292834890965732,0.44999999999999973,0.9033816425120773,0.7500000000000001,1.0,1.0,3,2,,,
1.5164,12.55,3.48,1.87,73.23,0.63,8.08,0.0,0.09,2,0.7695346795434604,0.7263157894736841,0.2249443207126949,0.5077881619937694,0.38928571428571335,0.8985507246376812,0.7537174721189591,1.0,0.823529411764706,3,2,,,
1.51841,12.93,3.74,1.11,72.28,0.64,8.96,0.0,0.22,2,0.6812993854258105,0.6691729323308271,0.16703786191536749,0.7445482866043612,0.5589285714285712,0.8969404186795492,0.6719330855018587,1.0,0.5686274509803922,1,1,,,
1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0.0,0.0,2,0.7848990342405663,0.6736842105263158,0.2338530066815145,0.6386292834890965,0.41964285714285654,0.9291465378421899,0.7360594795539034,1.0,1.0,3,2,,,
1.51588,13.12,3.41,1.58,73.26,0.07,8.39,0.0,0.19,2,0.7923617208077306,0.6406015037593986,0.24053452115812918,0.5981308411214953,0.3839285714285703,0.9887278582930756,0.724907063197026,1.0,0.6274509803921569,1,1,,,
1.5159,13.24,3.34,1.47,73.1,0.39,8.22,0.0,0.0,2,0.7914837576821762,0.6225563909774435,0.25612472160356353,0.6323987538940811,0.4125000000000008,0.9371980676328503,0.7407063197026021,1.0,1.0,3,2,,,
1.51629,12.71,3.33,1.49,73.28,0.67,8.24,0.0,0.0,2,0.7743634767339808,0.7022556390977442,0.2583518930957684,0.6261682242990654,0.38035714285714245,0.8921095008051529,0.7388475836431226,1.0,1.0,3,2,,,
1.5186,13.36,3.43,1.43,72.26,0.51,8.6,0.0,0.0,2,0.6729587357331014,0.6045112781954888,0.23608017817371937,0.6448598130841122,0.562499999999999,0.9178743961352658,0.7053903345724908,1.0,1.0,3,2,,,
1.51841,13.02,3.62,1.06,72.34,0.64,9.13,0.0,0.15,2,0.6812993854258105,0.6556390977443609,0.1937639198218263,0.7601246105919003,0.5482142857142851,0.8969404186795492,0.6561338289962825,1.0,0.7058823529411764,1,1,,,
1.51743,12.2,3.25,1.16,73.55,0.62,8.9,0.0,0.24,2,0.7243195785776972,0.7789473684210527,0.2761692650334076,0.7289719626168224,0.3321428571428574,0.9001610305958132,0.6775092936802973,1.0,0.5294117647058824,1,1,,,
1.51689,12.67,2.88,1.71,73.21,0.73,8.54,0.0,0.0,2,0.7480245829675122,0.7082706766917294,0.35857461024498893,0.5576323987538941,0.39285714285714374,0.8824476650563607,0.7109665427509294,1.0,1.0,3,2,,,
1.51811,12.96,2.96,1.43,72.92,0.6,8.79,0.14,0.0,2,0.6944688323090399,0.6646616541353382,0.3407572383073497,0.6448598130841122,0.4446428571428567,0.9033816425120773,0.687732342007435,0.9555555555555555,1.0,3,2,,,
1.51655,12.75,2.85,1.44,73.27,0.57,8.79,0.11,0.22,2,0.7629499561018408,0.6962406015037594,0.36525612472160357,0.6417445482866044,0.3821428571428576,0.9082125603864734,0.687732342007435,0.9650793650793651,0.5686274509803922,1,1,,,
1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0.0,0.0,2,0.7300263388937623,0.7563909774436091,0.39420935412026725,0.5825545171339565,0.4535714285714276,0.8872785829307568,0.6468401486988847,1.0,1.0,3,2,,,
1.5182,12.62,2.76,0.83,73.81,0.35,9.42,0.0,0.2,2,0.690517998244074,0.7157894736842106,0.38530066815144776,0.8317757009345794,0.285714285714285,0.9436392914653785,0.629182156133829,1.0,0.6078431372549019,1,1,,,
1.52725,13.8,3.15,0.66,70.57,0.08,11.64,0.0,0.0,2,0.2932396839332754,0.538345864661654,0.2984409799554566,0.8847352024922118,0.8642857142857158,0.9871175523349436,0.4228624535315985,1.0,1.0,3,5,,,
1.5241,13.83,2.9,1.17,71.15,0.08,10.79,0.0,0.0,2,0.4315188762071991,0.5338345864661653,0.3541202672605791,0.7258566978193147,0.7607142857142849,0.9871175523349436,0.5018587360594797,1.0,1.0,3,5,,,
1.52475,11.45,0.0,1.88,72.19,0.81,13.24,0.0,0.34,2,0.4029850746268638,0.8917293233082708,1.0,0.5046728971962617,0.5750000000000004,0.8695652173913044,0.2741635687732343,1.0,0.3333333333333333,2,3,,,
1.53125,10.73,0.0,2.1,69.81,0.58,13.3,3.15,0.28,2,0.11764705882352998,1.0,1.0,0.43613707165109034,1.0,0.9066022544283414,0.26858736059479554,0.0,0.4509803921568627,2,3,,,
